symbol,timeframe,regime,strategy_name,param_hash,quality_score,rank,val_trades,val_pf,val_return,val_dd,val_sharpe,val_win_rate,train_trades,train_pf,train_return,is_tuned
AUDJPY,H4,CHOP,KeltnerFadeStrategy,0ea2b020b49244be,66.91842636820449,1,10,3.831,5.72,1.03,10.882,80.0,35,1.414,5.61,False
AUDJPY,D1,TREND,EMAPullbackContinuationStrategy,04e1d0dd730488a3,77.26959302027477,1,26,4.919,8.42,0.98,13.128,88.46,75,1.527,9.08,True
AUDJPY,D1,RANGE,EMAPullbackContinuationStrategy,a4bed871ce7d65b5,57.35089307527201,1,10,2.086,3.42,1.14,5.345,60.0,20,1.165,1.65,True
AUDJPY,D1,CHOP,EMAPullbackContinuationStrategy,a4bed871ce7d65b5,65.59105156830216,1,25,2.616,11.01,1.88,7.754,72.0,67,1.355,10.58,True
AUDNZD,M15,TREND,ATRPercentileBreakoutStrategy,ed642a6ab069da6e,40.21548475277133,1,10,1.178,0.81,2.49,1.228,60.0,27,1.179,2.29,True
AUDNZD,M15,RANGE,ATRPercentileBreakoutStrategy,79ef275eca3bb26e,10.915560611508031,2,11,0.948,-0.27,2.88,-0.405,54.55,33,0.489,-8.69,True
AUDNZD,M15,CHOP,ADXDIStrengthStrategy,0d69df86290fd26f,23.35486536851856,4,15,1.038,0.19,2.1,0.268,66.67,28,0.62,-4.71,True
AUDNZD,M30,TREND,ATRPercentileBreakoutStrategy,b178a0b95ba41fd0,11.682752263885595,2,19,1.029,0.38,6.39,0.213,36.84,31,1.301,6.38,True
AUDNZD,M30,RANGE,ADXDIStrengthStrategy,e8101a0e27912db5,6.636237546508072,3,12,0.863,-0.56,3.1,-1.113,50.0,34,0.609,-4.09,True
AUDNZD,M30,CHOP,ADXDIStrengthStrategy,81322febea7d81b5,27.283129802311564,3,6,0.0,-6.62,6.62,-212.986,0.0,8,1.265,1.1,False
AUDNZD,H1,TREND,ATRPercentileBreakoutStrategy,7c11dfc4fc5795ce,40.106373843617966,1,15,1.414,3.19,4.12,2.653,53.33,29,1.555,7.65,True
AUDNZD,H1,RANGE,ZScoreVWAPReversionStrategy,a7ac86bd42231e87,52.04192562079403,1,17,1.537,1.34,1.72,2.858,82.35,48,0.656,-4.18,True
AUDNZD,H1,CHOP,FractalSRZoneBreakRetestStrategy,11239f435d74ce87,60.67938435327175,1,11,2.2,5.22,1.11,6.083,63.64,30,0.975,-0.46,True
AUDNZD,H4,TREND,StochRSITrendGateStrategy,c591982006e1fec6,63.82876669921848,1,45,1.892,9.74,2.11,4.854,77.78,100,1.226,6.83,True
AUDNZD,H4,RANGE,EMAPullbackContinuationStrategy,882f2c15cc512341,79.81182609281845,1,28,4.048,11.62,0.89,11.575,85.71,61,1.343,8.43,True
AUDNZD,H4,CHOP,EMAPullbackContinuationStrategy,594e4abaf6cbf0e1,59.91747473254277,1,59,1.624,10.25,2.42,3.691,74.58,202,1.287,22.54,True
AUDNZD,D1,TREND,NarrowRangeBreakoutStrategy,c624e0b9044d4e48,66.7484031000521,1,11,3.897,2.82,0.97,9.975,90.91,38,1.077,0.75,True
AUDNZD,D1,RANGE,EMAPullbackContinuationStrategy,e3c3ed525c897fdb,73.07323805397927,1,16,5.729,4.93,1.02,13.575,93.75,33,2.736,7.5,True
AUDNZD,D1,CHOP,EMAPullbackContinuationStrategy,e3c3ed525c897fdb,89.40043787829472,1,30,10.577,10.17,1.03,19.603,93.33,62,1.445,5.95,True
AUDUSD,M5,TREND,ATRPercentileBreakoutStrategy,7169266e7935bd1e,51.204160464198324,1,11,1.791,4.65,3.33,4.383,54.55,46,1.259,7.01,True
AUDUSD,M5,RANGE,MomentumBurstStrategy,8388703e515ac305,51.406001382282405,1,20,1.681,4.64,4.71,4.053,65.0,237,0.943,-4.59,True
AUDUSD,M5,BREAKOUT,MomentumBurstStrategy,8388703e515ac305,40.70985562222975,1,6,1.621,1.34,1.11,3.513,66.67,4,4.053,1.09,True
AUDUSD,M5,CHOP,MomentumBurstStrategy,5dc60db07ad54094,20.9051474342656,4,6,2.685,3.65,1.06,7.368,66.67,18,1.136,1.28,False
AUDUSD,M15,TREND,MomentumBurstStrategy,0b6543e909b8889c,55.92503962444771,1,39,1.666,9.68,3.05,4.04,64.1,191,1.244,21.69,True
AUDUSD,M15,RANGE,SupplyDemandImpulseRetestStrategy,ccfd1e0a57474850,40.13589002482578,1,15,1.144,1.21,2.93,1.02,46.67,38,0.942,-1.15,False
AUDUSD,M15,CHOP,MomentumBurstStrategy,9b2334e972ba3bea,68.22554564988333,1,13,3.922,2.92,0.98,9.675,92.31,51,0.919,-1.05,True
AUDUSD,M30,TREND,RSITrendFilteredMRStrategy,bbd09ad9d5d568be,48.932325252384494,1,58,1.568,12.81,2.23,3.557,63.79,128,0.76,-16.11,True
AUDUSD,M30,RANGE,RSITrendFilteredMRStrategy,e26bbf724cf48dad,51.99424773735361,1,28,1.378,4.27,2.17,2.506,60.71,64,0.854,-3.86,True
AUDUSD,M30,BREAKOUT,MomentumBurstStrategy,b4d1e1a320081049,61.66808778723105,1,27,1.845,2.97,1.26,4.364,81.48,44,1.286,2.32,True
AUDUSD,M30,CHOP,SupplyDemandImpulseRetestStrategy,425d553f3b06e62d,27.774022463308814,3,7,1.346,1.41,2.25,2.1,42.86,18,1.467,5.0,True
AUDUSD,H1,TREND,RSITrendFilteredMRStrategy,a35b2429fc031849,42.15582107161959,1,16,1.211,2.03,4.24,1.436,43.75,64,1.072,2.71,True
AUDUSD,H1,RANGE,SqueezeBreakoutStrategy,e5c0153bee469089,53.503950252083726,1,10,1.707,2.27,2.07,4.024,70.0,35,1.098,1.38,True
AUDUSD,H1,BREAKOUT,KeltnerBreakoutStrategy,aa1fa820e2dff793,44.194557326853214,1,5,2.268,1.92,0.76,5.799,60.0,5,6.497,6.43,False
AUDUSD,H1,CHOP,RSIDivergenceStrategy,8879338d8dded0b0,64.05791712806398,1,34,2.23,7.23,2.03,5.976,82.35,109,0.79,-5.76,True
AUDUSD,H4,TREND,MACDDivergenceStrategy,c5a2615302ace320,62.19345191085632,1,25,2.257,7.87,1.98,6.411,76.0,73,1.576,13.64,True
AUDUSD,H4,RANGE,EngulfingPatternStrategy,afdbc3dfe7b650e7,47.279458643573975,1,11,1.424,2.15,1.99,2.677,54.55,16,1.179,1.46,False
AUDUSD,H4,BREAKOUT,PinBarReversalStrategy,4a9b419852ad04eb,9.600663845676499,11,7,2.054,1.88,1.05,5.342,71.43,4,0.966,-0.06,False
AUDUSD,H4,CHOP,RSIDivergenceStrategy,9c3ffffa6ff603ce,64.15488333873225,1,10,3.383,2.4,1.0,8.692,90.0,27,1.1,0.67,True
AUDUSD,D1,TREND,KeltnerPullbackStrategy,6f75fb9506b63f37,66.17795961668673,1,30,2.741,5.21,1.68,6.934,90.0,77,1.438,5.96,True
AUDUSD,D1,CHOP,WilliamsRStrategy,6698971efd1b8580,66.68231703504263,1,11,3.935,2.7,0.89,10.07,90.91,29,1.046,0.33,True
BCHUSD,M5,TREND,ATRPercentileBreakoutStrategy,d2560b755ed22785,48.333586729635606,1,51,1.465,12.7,4.34,2.895,45.1,168,1.353,34.74,True
BCHUSD,M5,RANGE,ATRPercentileBreakoutStrategy,676074465754d158,43.484202897479605,1,17,1.221,2.29,3.12,1.48,41.18,38,1.13,2.8,True
BCHUSD,M5,CHOP,ATRPercentileBreakoutStrategy,676074465754d158,47.12960732551373,1,25,2.294,14.25,3.66,6.353,56.0,58,0.859,-5.17,True
BCHUSD,M15,TREND,ADXDIStrengthStrategy,2454007e29954a3d,36.37008995218017,1,12,1.144,0.95,1.87,0.998,41.67,28,1.331,5.39,True
BCHUSD,M15,RANGE,RSITrendFilteredMRStrategy,e2e5e127aadbc7b9,62.92632765232463,1,11,2.735,4.98,0.97,7.935,72.73,18,1.533,3.4,False
BCHUSD,M15,CHOP,RSITrendFilteredMRStrategy,f9af36a0c0953629,46.44279675633609,1,25,1.311,3.83,3.09,2.037,44.0,50,0.846,-4.05,True
BCHUSD,M30,TREND,KeltnerFadeStrategy,ac9da03c5a2c170a,59.78034914782198,1,75,1.67,10.83,2.9,3.834,77.33,158,1.021,0.96,True
BCHUSD,M30,RANGE,KeltnerPullbackStrategy,a5fa41359b45d655,60.27277018056233,1,57,1.759,18.05,2.74,4.354,54.39,160,1.127,13.13,True
BCHUSD,M30,BREAKOUT,KeltnerBreakoutStrategy,af9f1fa1be41f30f,46.56685224156498,1,18,1.287,2.6,2.56,1.708,72.22,39,1.224,10.97,True
BCHUSD,M30,CHOP,KeltnerPullbackStrategy,f9690864721614bc,57.96545914430248,1,70,1.927,35.1,4.96,4.905,50.0,168,1.319,38.98,True
BCHUSD,H1,TREND,RSIExtremesStrategy,bb1377c88b939943,67.92556417409884,1,37,2.055,4.98,0.98,4.924,86.49,104,1.349,6.65,True
BCHUSD,H1,RANGE,RSIExtremesStrategy,b9236ba56aebb677,62.034111693151864,1,17,2.653,10.85,2.05,7.429,58.82,45,0.919,-1.81,True
BCHUSD,H1,BREAKOUT,EMAPullbackContinuationStrategy,acb0ae05ae461500,35.11835094059851,2,6,0.832,-0.81,4.79,-1.304,50.0,3,3.471,8.98,True
BCHUSD,H1,CHOP,ADXDIStrengthStrategy,645465efc47d1ad7,63.900806119851595,1,14,2.39,5.15,1.0,6.87,71.43,32,1.471,6.75,True
BCHUSD,H4,TREND,VortexTrendStrategy,3191597c81710832,67.5700939885685,1,50,2.466,27.4,2.62,7.035,60.0,137,1.264,19.43,False
BCHUSD,H4,RANGE,KeltnerFadeStrategy,0ea2b020b49244be,72.21160016177492,1,14,4.192,8.01,0.9,11.831,78.57,30,0.945,-0.8,False
BCHUSD,H4,CHOP,KeltnerFadeStrategy,478bc599288c893d,77.13399449696176,1,17,6.499,4.79,0.86,14.86,94.12,36,0.877,-1.21,True
BCHUSD,D1,TREND,PinBarReversalStrategy,5ecd480ef1665c73,62.93765841171409,1,18,2.017,4.29,1.01,5.231,66.67,40,1.154,2.75,True
BCHUSD,D1,RANGE,CCIReversalStrategy,31811659075b8f11,36.06911675166994,7,5,0.344,-2.37,3.62,-7.783,20.0,3,2.651,1.53,True
BCHUSD,D1,CHOP,VolatilityBreakoutStrategy,48b820b22c3a3fb3,66.12311551216615,1,20,3.005,13.89,1.78,8.346,60.0,34,1.333,5.66,False
BTCETH,H1,TREND,SupplyDemandImpulseRetestStrategy,684252cfd669a2f1,48.10459399230876,1,58,1.693,13.36,3.13,4.169,67.24,110,0.497,-24.13,True
BTCETH,H1,RANGE,SupplyDemandImpulseRetestStrategy,c44b6d59451ed1c7,-23.278993937519104,1,25,0.702,-4.57,8.59,-2.692,32.0,58,0.88,-2.03,True
BTCETH,H1,CHOP,SupplyDemandImpulseRetestStrategy,c44b6d59451ed1c7,20.548256634421065,1,52,1.044,1.21,7.87,0.328,40.38,167,0.53,-30.71,True
BTCETH,H4,TREND,IchimokuStrategy,0b904d096e0a8343,58.05707558688953,1,26,2.148,18.7,3.17,5.304,42.31,61,1.301,12.49,True
BTCETH,H4,RANGE,KeltnerBreakoutStrategy,aa1fa820e2dff793,46.141672901290406,1,12,1.484,2.87,3.75,2.962,50.0,36,0.94,-1.22,False
BTCETH,H4,CHOP,MACDHistogramMomentumStrategy,4464f82dc29c1848,61.356727074403295,1,25,2.416,12.78,2.71,7.001,64.0,73,1.071,2.6,True
BTCETH,D1,TREND,KeltnerBreakoutStrategy,9d064721707cd5f1,74.18688591757979,1,31,4.867,16.93,2.03,13.348,87.1,44,0.88,-2.57,True
BTCETH,D1,RANGE,MomentumBurstStrategy,7e3f590f95a60208,70.34880896935405,1,19,3.234,6.92,1.05,9.286,84.21,37,1.77,7.39,True
BTCETH,D1,CHOP,WilliamsRStrategy,5e979ba264d969a2,63.27973373835674,1,11,2.624,4.65,0.97,7.58,72.73,33,1.077,1.25,False
BTCUSD,M5,TREND,ATRPercentileBreakoutStrategy,b31b535fe9169cb2,21.82666961202279,8,7,0.282,-10.56,10.56,-8.948,14.29,46,1.588,31.58,True
BTCUSD,M5,RANGE,ATRPercentileBreakoutStrategy,91fa4781a330b5b8,23.552644935671868,2,9,0.0,-17.92,17.92,-34.846,0.0,69,1.573,55.36,True
BTCUSD,M5,BREAKOUT,EMAPullbackContinuationStrategy,ded7e2060087eb23,101.80396217393947,1,15,10.0,44249.23,0.0,14.453,100.0,68,2.312,272455.08,True
BTCUSD,M5,CHOP,ATRPercentileBreakoutStrategy,91fa4781a330b5b8,27.0777478321266,1,6,0.63,-4.07,9.39,-2.799,16.67,53,1.622,42.34,True
BTCUSD,M15,TREND,ADXDIStrengthStrategy,41c38187307c7e4b,30.887681710655745,1,33,1.621,37.76,8.45,3.358,63.64,72,1.571,53.09,True
BTCUSD,M15,RANGE,EMAPullbackContinuationStrategy,bfb14f075a32e7ae,45.42581380302464,1,509,1.595,2150.93,19.4,2.941,66.6,1050,1.79,529420.24,True
BTCUSD,M15,CHOP,ADXDIStrengthStrategy,81322febea7d81b5,8.62725834824515,11,20,1.193,10.68,19.9,1.194,45.0,113,1.329,59.17,False
BTCUSD,M30,RANGE,EMAPullbackContinuationStrategy,d1022edad042e75d,42.863184365939176,1,95,1.972,596.31,14.68,4.663,54.74,164,1.91,3587.56,True
BTCUSD,M30,BREAKOUT,KeltnerPullbackStrategy,d35b447d4fec28cf,10.613603833872913,5,6,2.036,16.45,9.36,5.037,66.67,9,1.109,3.67,True
BTCUSD,M30,CHOP,KeltnerPullbackStrategy,d35b447d4fec28cf,34.20968346355978,2,298,1.316,281.6,17.75,1.932,47.65,1109,1.144,492.53,True
BTCUSD,H1,TREND,FractalSRZoneBreakRetestStrategy,f2d2fa9f12dc89fa,45.481638127270614,1,28,2.954,209.8,9.51,7.9,64.29,68,1.603,131.98,True
BTCUSD,H1,RANGE,MomentumBurstStrategy,8f0b40e411ae1788,52.203088599595134,1,145,1.908,650.46,16.61,4.624,73.79,313,2.04,5975.92,True
BTCUSD,H1,CHOP,SupplyDemandImpulseRetestStrategy,745c819edf231b50,24.148896332227157,4,18,1.53,37.78,15.2,2.954,44.44,80,1.845,167.59,True
BTCUSD,H4,TREND,KeltnerBreakoutStrategy,9af8e34f2102183d,24.54949347794897,1,21,1.574,93.0,17.97,3.282,57.14,41,1.543,104.05,True
BTCUSD,H4,RANGE,MomentumBurstStrategy,00484ed507db5aca,34.90132546678834,3,20,2.521,431.46,14.57,6.39,55.0,26,4.227,496.63,True
BTCUSD,D1,RANGE,KeltnerBreakoutStrategy,f42ac3f9cff1d8c4,18.168888788730833,3,6,10.0,214.87,0.0,61.002,100.0,16,5.12,326.32,True
CADJPY,M5,TREND,ATRPercentileBreakoutStrategy,bd69c08369a268b9,43.98194372512841,1,10,1.936,4.33,2.29,5.018,60.0,14,0.331,-8.1,False
CADJPY,M5,RANGE,MomentumBurstStrategy,d2797e98bcdf4f76,43.25820864681332,1,8,1.048,0.16,3.11,0.341,62.5,23,3.074,8.39,True
CADJPY,M5,CHOP,MomentumBurstStrategy,5dc60db07ad54094,59.319400015249585,1,10,3.394,7.37,1.9,9.611,70.0,13,2.4,7.53,False
CADJPY,M15,TREND,MomentumBurstStrategy,5dc60db07ad54094,37.26054319646373,1,30,1.416,6.59,5.43,2.688,50.0,86,0.679,-15.17,False
CADJPY,M15,RANGE,ADXDIStrengthStrategy,81322febea7d81b5,5.282804060129122,2,10,0.91,-0.54,3.2,-0.699,40.0,24,0.785,-3.04,False
CADJPY,M15,CHOP,ADXDIStrengthStrategy,98e473c3116ad3cf,37.865848682202,1,15,1.154,1.63,4.15,1.008,33.33,29,1.17,3.39,True
CADJPY,M30,TREND,FractalSRZoneBreakRetestStrategy,9f97264fd52b2167,54.607325224202896,1,36,1.652,8.92,3.14,3.959,63.89,81,1.274,9.76,True
CADJPY,M30,RANGE,EMAPullbackContinuationStrategy,f6f4334f5f9b28be,42.307675953546955,1,74,1.374,29.69,8.76,2.415,48.65,287,1.465,395.17,True
CADJPY,M30,BREAKOUT,KeltnerBreakoutStrategy,924035cf898ad641,33.98254620604948,2,9,0.784,-0.44,1.34,-1.728,55.56,37,1.494,2.73,True
CADJPY,M30,CHOP,FractalSRZoneBreakRetestStrategy,f88431131eaffe9b,46.82337950941336,1,21,1.496,5.44,5.24,3.099,52.38,77,1.011,0.5,False
CADJPY,H1,TREND,SupplyDemandImpulseRetestStrategy,ccfd1e0a57474850,47.799778942183494,1,16,1.378,3.3,2.79,2.442,50.0,45,0.929,-1.88,False
CADJPY,H1,RANGE,KeltnerPullbackStrategy,a26751689cdb7ad4,69.13136386975633,1,57,2.136,14.79,1.81,5.946,77.19,187,0.815,-10.23,True
CADJPY,H1,CHOP,RSITrendFilteredMRStrategy,8b6b0185d3215b04,54.98839624461204,1,10,4.198,3.18,0.98,10.945,90.0,39,0.536,-7.2,True
CADJPY,H4,TREND,PinBarReversalStrategy,304b158188e0e895,56.62357742184471,1,86,1.827,36.04,5.68,4.703,55.81,236,1.055,7.35,True
CADJPY,H4,RANGE,KeltnerFadeStrategy,0ea2b020b49244be,55.7229923870099,1,10,4.129,6.16,1.02,11.578,80.0,36,0.678,-6.08,False
CADJPY,H4,CHOP,RSIDivergenceStrategy,bee270f1ef0e1237,60.46040732566742,1,10,2.536,4.51,1.01,7.179,70.0,30,2.031,11.19,True
CADJPY,D1,TREND,KeltnerPullbackStrategy,722c53a70b3853f8,62.888175090390114,1,10,3.942,7.56,1.68,10.773,70.0,24,1.063,0.73,False
CADJPY,D1,CHOP,TRIXMomentumStrategy,d674c9796f2af835,52.6542988804775,1,5,2.262,2.3,0.9,5.827,60.0,5,10.0,7.0,False
CHFJPY,M5,TREND,FisherTransformMRStrategy,95c4c5d509344bfe,53.844707949843965,1,26,1.458,3.51,2.22,2.673,73.08,74,1.242,8.24,True
CHFJPY,M5,RANGE,FisherTransformMRStrategy,057508dee22df56f,19.889253756049133,3,23,1.008,0.06,2.72,0.059,65.22,60,0.662,-8.66,True
CHFJPY,M5,CHOP,FisherTransformMRStrategy,057508dee22df56f,50.443028679905126,1,25,1.347,2.29,2.29,2.173,72.0,47,0.788,-3.65,True
CHFJPY,M15,TREND,RSITrendFilteredMRStrategy,45af0247279f74dc,53.38697971002068,1,38,1.626,13.82,3.75,3.762,52.63,52,1.188,5.62,True
CHFJPY,M15,RANGE,RSITrendFilteredMRStrategy,45af0247279f74dc,62.51765344405028,1,11,2.616,7.74,1.19,7.391,63.64,21,1.097,1.19,True
CHFJPY,M15,CHOP,ADXDIStrengthStrategy,388a0b7bdbc955e5,48.12906443159135,1,70,1.268,7.88,3.97,1.872,54.29,199,1.005,0.34,True
CHFJPY,M30,TREND,MomentumBurstStrategy,e39d5bc1ce25fb42,45.59654652131955,1,692,1.298,63.44,10.95,1.927,72.98,1606,1.058,39.36,True
CHFJPY,M30,RANGE,VolumeSpikeMomentumStrategy,2c50076a2f78b58c,56.691744341341135,1,11,2.221,3.52,2.71,6.173,72.73,79,1.093,2.59,True
CHFJPY,M30,BREAKOUT,EMAPullbackContinuationStrategy,79b72e66d99d86a7,38.96248396656184,3,13,1.346,1.43,3.15,2.124,69.23,32,0.654,-12.67,True
CHFJPY,M30,CHOP,VolumeSpikeMomentumStrategy,2c50076a2f78b58c,48.983376883318755,1,25,1.395,3.61,3.93,2.579,64.0,185,1.058,3.94,True
CHFJPY,H1,TREND,FractalSRZoneBreakRetestStrategy,55f6ed0c5368006f,61.57068294560927,1,33,1.692,4.27,1.22,3.705,81.82,89,0.942,-1.55,True
CHFJPY,H1,RANGE,ParabolicSARTrendStrategy,3a667f71735166c9,59.646851857045384,1,38,1.727,11.83,2.3,4.294,60.53,99,1.07,4.46,True
CHFJPY,H1,CHOP,ParabolicSARTrendStrategy,3a667f71735166c9,57.597475040501216,1,40,1.9,14.31,3.89,5.082,62.5,148,1.177,15.71,True
CHFJPY,H4,TREND,StochRSITrendGateStrategy,3767f2d4801481f9,55.39843276529596,1,23,1.848,10.01,2.94,4.554,47.83,68,1.141,5.57,True
CHFJPY,H4,RANGE,ROCExhaustionReversalStrategy,7252dd46eaf6fddc,85.57141436880549,1,12,10.473,8.77,0.86,22.208,91.67,25,1.199,2.25,False
