symbol,timeframe,regime,strategy_name,param_hash,quality_score,rank,val_trades,val_pf,val_return,val_dd,val_sharpe,val_win_rate,train_trades,train_pf,train_return,is_tuned
BCHUSD,M5,CHOP,FisherTransformMRStrategy,9d31875723e1b023,35.91815858583489,3,3,3.742,2.86,1.01,8.752,66.67,34,2.175,19.34,True
BCHUSD,M15,TREND,ADXDIStrengthStrategy,2454007e29954a3d,36.37008995218017,1,12,1.144,0.95,1.87,0.998,41.67,28,1.331,5.39,True
BCHUSD,M15,RANGE,RSITrendFilteredMRStrategy,e2e5e127aadbc7b9,62.92632765232463,1,11,2.735,4.98,0.97,7.935,72.73,18,1.533,3.4,False
BCHUSD,M15,BREAKOUT,ADXDIStrengthStrategy,f3d9761feb379e30,43.55077993942479,1,1,10.0,0.26,0.0,0.0,100.0,2,10.0,0.49,True
BCHUSD,M30,TREND,KeltnerFadeStrategy,ac9da03c5a2c170a,59.78034914782198,1,75,1.67,10.83,2.9,3.834,77.33,158,1.021,0.96,True
BCHUSD,M30,RANGE,KeltnerPullbackStrategy,a5fa41359b45d655,60.27277018056233,1,57,1.759,18.05,2.74,4.354,54.39,160,1.127,13.13,True
BCHUSD,M30,BREAKOUT,KeltnerBreakoutStrategy,af9f1fa1be41f30f,46.56685224156498,1,18,1.287,2.6,2.56,1.708,72.22,39,1.224,10.97,True
BCHUSD,M30,CHOP,KeltnerPullbackStrategy,f9690864721614bc,57.96545914430248,1,70,1.927,35.1,4.96,4.905,50.0,168,1.319,38.98,True
BCHUSD,H1,TREND,RSIExtremesStrategy,bb1377c88b939943,67.92556417409884,1,37,2.055,4.98,0.98,4.924,86.49,104,1.349,6.65,True
BCHUSD,H1,RANGE,RSIDivergenceStrategy,10de7f1977a1ad07,60.39530408392658,3,24,1.814,4.5,1.78,4.533,75.0,52,1.209,3.07,True
BCHUSD,H1,BREAKOUT,ZScoreVWAPReversionStrategy,55086b8d871e03a5,37.172540013819365,1,4,2.289,2.56,1.99,5.378,50.0,3,3.463,1.89,True
BCHUSD,H1,CHOP,ADXDIStrengthStrategy,645465efc47d1ad7,63.900806119851595,1,14,2.39,5.15,1.0,6.87,71.43,32,1.471,6.75,True
BCHUSD,H4,TREND,VortexTrendStrategy,3191597c81710832,67.5700939885685,1,50,2.466,27.4,2.62,7.035,60.0,137,1.264,19.43,False
BCHUSD,H4,RANGE,StochasticReversalStrategy,19996230c8bba006,67.1432688621188,2,10,4.059,5.23,0.84,11.232,80.0,16,1.437,2.9,True
BCHUSD,H4,CHOP,MomentumBurstStrategy,94d571fc0214b2c5,70.2303690254521,2,79,2.335,25.09,2.49,6.668,78.48,185,2.255,97.75,True
BCHUSD,D1,TREND,PinBarReversalStrategy,5ecd480ef1665c73,62.93765841171409,1,18,2.017,4.29,1.01,5.231,66.67,40,1.154,2.75,True
BCHUSD,D1,RANGE,KeltnerPullbackStrategy,b14470c1abfa588b,47.88440375296647,1,4,10.0,3.3,0.0,142.159,100.0,2,10.0,1.81,True
BCHUSD,D1,CHOP,VolatilityBreakoutStrategy,48b820b22c3a3fb3,66.12311551216615,1,20,3.005,13.89,1.78,8.346,60.0,34,1.333,5.66,False
BTCETH,H4,TREND,IchimokuStrategy,0b904d096e0a8343,58.05707558688953,1,26,2.148,18.7,3.17,5.304,42.31,61,1.301,12.49,True
BTCETH,H4,RANGE,MomentumBurstStrategy,5dc60db07ad54094,43.60194821941105,2,16,1.243,2.51,3.6,1.624,43.75,64,1.008,0.25,False
BTCETH,H4,BREAKOUT,MomentumBurstStrategy,5dc60db07ad54094,46.01798285671253,1,2,10.0,3.51,0.0,26249.223,100.0,2,10.0,2.08,False
BTCETH,H4,CHOP,MACDHistogramMomentumStrategy,4464f82dc29c1848,61.356727074403295,1,25,2.416,12.78,2.71,7.001,64.0,73,1.071,2.6,True
BTCETH,D1,TREND,VolatilityBreakoutStrategy,8ee5ca8699144402,72.56240952950604,3,29,3.659,11.2,1.44,10.378,86.21,52,1.131,2.33,True
BTCETH,D1,RANGE,MomentumBurstStrategy,7e3f590f95a60208,70.34880896935405,1,19,3.234,6.92,1.05,9.286,84.21,37,1.77,7.39,True
BTCETH,D1,BREAKOUT,WilliamsRStrategy,8684122898060890,43.92952942330599,1,1,10.0,0.62,0.0,0.0,100.0,2,10.0,1.19,True
BTCETH,D1,CHOP,WilliamsRStrategy,5e979ba264d969a2,63.27973373835674,1,11,2.624,4.65,0.97,7.58,72.73,33,1.077,1.25,False
BTCUSD,M5,TREND,FisherTransformMRStrategy,a833336c31f718ee,46.10452318312763,1,1,10.0,0.72,0.0,0.0,100.0,4,10.0,3.94,False
BTCUSD,M5,RANGE,EMAPullbackContinuationStrategy,ff79d44c1f83d1ab,16.944685072971843,3,1980,1.382,471859.18,47.85,1.215,61.62,4153,1.312,10607810.36,True
BTCUSD,M5,BREAKOUT,EMAPullbackContinuationStrategy,ded7e2060087eb23,101.80396217393947,1,15,10.0,44249.23,0.0,14.453,100.0,68,2.312,272455.08,True
BTCUSD,M5,CHOP,ElderRayBullBearStrategy,dd192ef7e6dd2632,26.423221469235827,2,326,1.368,302.35,21.5,1.877,30.98,1351,1.131,271.09,True
BTCUSD,M15,TREND,ADXDIStrengthStrategy,41c38187307c7e4b,30.887681710655745,1,33,1.621,37.76,8.45,3.358,63.64,72,1.571,53.09,True
BTCUSD,M15,RANGE,EMAPullbackContinuationStrategy,bfb14f075a32e7ae,45.42581380302464,1,509,1.595,2150.93,19.4,2.941,66.6,1050,1.79,529420.24,True
BTCUSD,M15,BREAKOUT,EMAPullbackContinuationStrategy,23fdee46f5506a2b,43.91142642597816,4,1,10.0,13.16,0.0,0.0,100.0,1,10.0,118.43,True
BTCUSD,M15,CHOP,EMAPullbackContinuationStrategy,5fde86a989ca942a,29.10227702066621,1,309,1.31,565.46,29.22,1.97,54.05,913,1.522,23366.59,True
BTCUSD,M30,TREND,EMAPullbackContinuationStrategy,d1022edad042e75d,19.248184408095234,1,272,1.428,1065.66,37.23,2.488,44.49,590,1.676,10031.94,True
BTCUSD,M30,RANGE,EMAPullbackContinuationStrategy,d1022edad042e75d,42.863184365939176,1,95,1.972,596.31,14.68,4.663,54.74,164,1.91,3587.56,True
BTCUSD,M30,BREAKOUT,OBVDivergenceStrategy,f9c7dbaa3b1487d3,20.306622503058822,4,2,1.086,0.52,6.02,0.465,50.0,3,1.374,3.59,True
BTCUSD,M30,CHOP,KeltnerPullbackStrategy,d35b447d4fec28cf,34.20968346355978,2,298,1.316,281.6,17.75,1.932,47.65,1109,1.144,492.53,True
BTCUSD,H1,TREND,FractalSRZoneBreakRetestStrategy,f2d2fa9f12dc89fa,45.481638127270614,1,28,2.954,209.8,9.51,7.9,64.29,68,1.603,131.98,True
BTCUSD,H1,RANGE,MomentumBurstStrategy,8f0b40e411ae1788,52.203088599595134,1,145,1.908,650.46,16.61,4.624,73.79,313,2.04,5975.92,True
BTCUSD,H1,BREAKOUT,EMAPullbackContinuationStrategy,d30968bc0c034ad0,54.56802472914512,5,1,10.0,26.86,0.0,0.0,100.0,3,10.0,433.07,False
BTCUSD,H1,CHOP,EMAPullbackContinuationStrategy,8d033b16f9810f3a,27.52531942690929,2,83,1.704,524.59,22.77,3.807,46.99,202,2.253,2858.94,True
BTCUSD,H4,TREND,KeltnerBreakoutStrategy,9af8e34f2102183d,24.54949347794897,1,21,1.574,93.0,17.97,3.282,57.14,41,1.543,104.05,True
BTCUSD,H4,RANGE,MomentumBurstStrategy,00484ed507db5aca,34.90132546678834,3,20,2.521,431.46,14.57,6.39,55.0,26,4.227,496.63,True
BTCUSD,H4,BREAKOUT,EMAPullbackContinuationStrategy,d30968bc0c034ad0,54.107069125884955,1,1,10.0,38.67,0.0,0.0,100.0,2,10.0,55.7,False
BTCUSD,H4,CHOP,SupplyDemandImpulseRetestStrategy,f9ffbd92bc1323d1,27.182211277354824,2,4,1.327,12.31,25.11,1.857,50.0,16,4.331,117.74,True
BTCUSD,D1,TREND,VolumeSpikeMomentumStrategy,94084e15d7e1472d,59.888868562349685,1,4,1.403,69.12,50.37,2.255,50.0,6,10.0,340.47,False
BTCUSD,D1,RANGE,KeltnerBreakoutStrategy,70a638882dc67bfe,54.925569672537094,1,1,10.0,24.01,0.0,0.0,100.0,4,10.0,87.95,True
BTCUSD,D1,BREAKOUT,KeltnerBreakoutStrategy,70a638882dc67bfe,11.538468339114035,1,2,10.0,67.5,0.0,1158.582,100.0,6,2.013,46.48,True
BTCUSD,D1,CHOP,VolumeSpikeMomentumStrategy,94084e15d7e1472d,59.34973603493777,1,4,6.544,306.0,17.84,13.144,75.0,4,10.0,296.03,False
CADJPY,M5,TREND,MomentumBurstStrategy,d2797e98bcdf4f76,30.820535572693945,2,24,1.056,0.52,3.21,0.409,62.5,52,1.091,1.79,True
CADJPY,M5,RANGE,MomentumBurstStrategy,d2797e98bcdf4f76,43.25820864681332,1,8,1.048,0.16,3.11,0.341,62.5,23,3.074,8.39,True
CADJPY,M5,BREAKOUT,MomentumBurstStrategy,8b6d386cdb746b76,36.459792223773164,2,1,10.0,0.29,0.0,0.0,100.0,21,2.411,2.3,True
CADJPY,M5,CHOP,MomentumBurstStrategy,5dc60db07ad54094,59.319400015249585,1,10,3.394,7.37,1.9,9.611,70.0,13,2.4,7.53,False
CADJPY,M15,TREND,ATRPercentileBreakoutStrategy,bd69c08369a268b9,22.947450817117602,2,9,1.72,3.04,3.08,4.054,55.56,10,1.107,0.57,False
CADJPY,M15,CHOP,ADXDIStrengthStrategy,98e473c3116ad3cf,37.865848682202,1,15,1.154,1.63,4.15,1.008,33.33,29,1.17,3.39,True
CADJPY,M30,TREND,FractalSRZoneBreakRetestStrategy,9f97264fd52b2167,54.607325224202896,1,36,1.652,8.92,3.14,3.959,63.89,81,1.274,9.76,True
CADJPY,M30,RANGE,EMAPullbackContinuationStrategy,f6f4334f5f9b28be,42.307675953546955,1,74,1.374,29.69,8.76,2.415,48.65,287,1.465,395.17,True
CADJPY,M30,BREAKOUT,MomentumBurstStrategy,06ed9491a5610ce9,38.4821624455084,1,4,1.705,0.61,0.86,3.533,75.0,28,2.17,5.57,True
CADJPY,M30,CHOP,FractalSRZoneBreakRetestStrategy,f88431131eaffe9b,46.82337950941336,1,21,1.496,5.44,5.24,3.099,52.38,77,1.011,0.5,False
CADJPY,H1,TREND,KeltnerPullbackStrategy,4ddb1ca0a782c8ed,38.64483351797329,3,161,1.288,29.85,9.05,1.948,44.72,371,1.212,42.16,True
CADJPY,H1,RANGE,AroonTrendStrategy,156966367a66e304,52.27046422776646,4,28,2.027,15.77,4.23,4.561,35.71,94,1.446,29.44,True
CADJPY,H1,BREAKOUT,EMARibbonADXStrategy,2a64e47d4d314d66,25.32431664815918,9,1,10.0,0.99,0.0,0.0,100.0,2,1.513,0.44,False
CADJPY,H1,CHOP,SupplyDemandImpulseRetestStrategy,16945c552b059fe2,53.55870352293387,2,46,1.628,15.08,3.43,3.632,45.65,143,1.409,36.02,True
CADJPY,H4,TREND,PinBarReversalStrategy,304b158188e0e895,56.62357742184471,1,86,1.827,36.04,5.68,4.703,55.81,236,1.055,7.35,True
CADJPY,H4,RANGE,ROCExhaustionReversalStrategy,7252dd46eaf6fddc,47.278028645918624,4,10,1.431,1.65,2.8,2.71,60.0,29,1.142,1.53,False
CADJPY,H4,BREAKOUT,IchimokuStrategy,9538bfc4d2b4eea1,44.85476030535863,4,1,10.0,1.45,0.0,0.0,100.0,2,10.0,2.9,False
CADJPY,H4,CHOP,RSIDivergenceStrategy,bee270f1ef0e1237,60.46040732566742,1,10,2.536,4.51,1.01,7.179,70.0,30,2.031,11.19,True
CADJPY,D1,TREND,KeltnerPullbackStrategy,722c53a70b3853f8,62.888175090390114,1,10,3.942,7.56,1.68,10.773,70.0,24,1.063,0.73,False
CADJPY,D1,RANGE,WilliamsRStrategy,5e979ba264d969a2,36.03865055382923,5,2,1.024,0.02,0.95,0.135,50.0,8,2.635,3.76,False
CADJPY,D1,BREAKOUT,PinBarReversalStrategy,a1ae9f8cfb0f46c9,34.61386317815484,4,2,10.0,1.2,0.0,124.654,100.0,1,10.0,0.32,True
CADJPY,D1,CHOP,TRIXMomentumStrategy,d674c9796f2af835,52.6542988804775,1,5,2.262,2.3,0.9,5.827,60.0,5,10.0,7.0,False
CHFJPY,M5,TREND,FisherTransformMRStrategy,95c4c5d509344bfe,53.844707949843965,1,26,1.458,3.51,2.22,2.673,73.08,74,1.242,8.24,True
CHFJPY,M5,RANGE,ATRPercentileBreakoutStrategy,bd69c08369a268b9,33.516396899050314,1,2,10.0,2.86,0.0,683.29,100.0,5,2.162,2.2,False
CHFJPY,M5,CHOP,FisherTransformMRStrategy,95c4c5d509344bfe,34.184617910740116,4,2,10.0,1.13,0.0,24.477,100.0,8,2.014,2.46,True
CHFJPY,M15,TREND,RSITrendFilteredMRStrategy,45af0247279f74dc,53.38697971002068,1,38,1.626,13.82,3.75,3.762,52.63,52,1.188,5.62,True
CHFJPY,M15,RANGE,RSITrendFilteredMRStrategy,45af0247279f74dc,62.51765344405028,1,11,2.616,7.74,1.19,7.391,63.64,21,1.097,1.19,True
CHFJPY,M15,CHOP,ADXDIStrengthStrategy,388a0b7bdbc955e5,48.12906443159135,1,70,1.268,7.88,3.97,1.872,54.29,199,1.005,0.34,True
CHFJPY,M30,TREND,MomentumBurstStrategy,e39d5bc1ce25fb42,45.59654652131955,1,692,1.298,63.44,10.95,1.927,72.98,1606,1.058,39.36,True
CHFJPY,M30,RANGE,VolumeSpikeMomentumStrategy,2c50076a2f78b58c,56.691744341341135,1,11,2.221,3.52,2.71,6.173,72.73,79,1.093,2.59,True
CHFJPY,M30,BREAKOUT,MomentumBurstStrategy,e39d5bc1ce25fb42,34.766230409477245,4,6,2.548,1.59,1.02,6.604,83.33,41,2.065,9.74,True
CHFJPY,M30,CHOP,VolumeSpikeMomentumStrategy,2c50076a2f78b58c,48.983376883318755,1,25,1.395,3.61,3.93,2.579,64.0,185,1.058,3.94,True
CHFJPY,H1,TREND,SupplyDemandImpulseRetestStrategy,32301ff73f83bf4a,61.02816576832512,2,15,2.564,9.66,1.89,7.225,60.0,29,1.386,6.24,True
CHFJPY,H1,RANGE,ParabolicSARTrendStrategy,3a667f71735166c9,59.646851857045384,1,38,1.727,11.83,2.3,4.294,60.53,99,1.07,4.46,True
CHFJPY,H1,BREAKOUT,ZScoreVWAPReversionStrategy,c3912febb09c31da,34.88539723428207,6,2,10.0,1.89,0.0,831.308,100.0,1,10.0,0.81,False
CHFJPY,H1,CHOP,ParabolicSARTrendStrategy,3a667f71735166c9,57.597475040501216,1,40,1.9,14.31,3.89,5.082,62.5,148,1.177,15.71,True
CHFJPY,H4,TREND,StochRSITrendGateStrategy,3767f2d4801481f9,55.39843276529596,1,23,1.848,10.01,2.94,4.554,47.83,68,1.141,5.57,True
CHFJPY,H4,RANGE,ROCExhaustionReversalStrategy,7252dd46eaf6fddc,85.57141436880549,1,12,10.473,8.77,0.86,22.208,91.67,25,1.199,2.25,False
CHFJPY,H4,BREAKOUT,PinBarReversalStrategy,eb251f00df15809b,30.93787311703611,14,2,1.88,0.91,1.03,3.43,50.0,2,2.224,1.03,True
CHFJPY,H4,CHOP,IchimokuStrategy,47100ca9ac34cade,61.66890769769496,2,11,2.654,4.68,0.94,7.679,72.73,34,2.246,12.74,True
CHFJPY,D1,TREND,PivotBreakoutStrategy,a4c1e373dd2e60c2,75.32939731514759,1,29,2.749,13.04,0.96,8.204,72.41,44,1.185,3.37,True
CHFJPY,D1,RANGE,KeltnerBreakoutStrategy,aa1fa820e2dff793,33.40063267736682,3,2,1.571,0.48,0.83,2.494,50.0,7,1.917,2.51,False
CHFJPY,D1,CHOP,TurtleSoupReversalStrategy,7c93beedaae9cad7,66.19670135323142,1,17,2.447,3.95,0.9,6.64,82.35,55,1.515,7.81,True
DE30,M5,TREND,MomentumBurstStrategy,9b2334e972ba3bea,69.77653635975581,1,216,1.695,27.41,2.59,3.638,83.8,1081,1.197,58.24,True
DE30,M5,RANGE,ATRPercentileBreakoutStrategy,bd69c08369a268b9,46.44968176996385,2,2,1.411,0.42,1.02,1.914,50.0,2,10.0,2.85,False
DE30,M5,BREAKOUT,MomentumBurstStrategy,26768d8b4ce5cf0a,77.4866098809235,1,33,6.405,7.61,1.29,15.08,93.94,40,1.142,2.78,True
DE30,M5,CHOP,FisherTransformMRStrategy,a833336c31f718ee,32.33053201284099,1,1,10.0,1.0,0.0,0.0,100.0,3,2.346,1.36,False
DE30,M15,TREND,ADXDIStrengthStrategy,004fde964b27a7ba,51.19070623017266,1,24,1.61,7.03,3.84,3.688,54.17,71,1.195,6.97,True
DE30,M15,RANGE,FractalSRZoneBreakRetestStrategy,fe8d7b759a52107f,53.47737583463247,1,20,1.959,10.55,4.13,5.01,50.0,31,1.119,2.27,True
DE30,M15,BREAKOUT,PivotBreakoutStrategy,7bb1c3eb4ef92e91,39.61383831688757,1,3,3.646,4.1,1.47,8.591,66.67,6,4.711,10.78,True
DE30,M15,CHOP,DonchianBreakoutStrategy,e6dbb4da814557cf,60.97698479292659,1,322,1.474,98.61,6.91,2.945,64.6,797,1.273,253.59,True
DE30,M30,TREND,TRIXMomentumStrategy,51be91002e71a2f6,59.554927190702635,1,92,1.807,47.84,4.94,4.427,48.91,219,1.126,17.66,True
DE30,M30,RANGE,KeltnerBreakoutStrategy,d2c39f4169678d44,69.43325179001565,1,143,1.92,84.23,5.35,4.944,70.63,289,1.879,483.07,True
DE30,M30,BREAKOUT,EMACrossoverStrategy,76aa0b60a1c54a5a,45.34172392749159,1,1,10.0,1.41,0.0,0.0,100.0,2,10.0,3.8,True
DE30,M30,CHOP,IchimokuStrategy,95a2d09605e45c23,62.780192267532364,1,84,2.186,41.01,4.74,6.251,64.29,220,1.325,31.11,True
DE30,H1,TREND,SqueezeBreakoutStrategy,01411cec510bdbd0,55.8390349740578,1,109,1.431,13.01,3.57,2.676,74.31,264,1.008,0.64,True
DE30,H1,RANGE,KeltnerBreakoutStrategy,dbebf3fe6ed03ef1,74.06962748012063,1,80,2.288,74.54,4.13,6.277,72.5,208,1.6,197.2,True
DE30,H1,BREAKOUT,IchimokuStrategy,9538bfc4d2b4eea1,34.05246340566358,6,1,10.0,1.59,0.0,0.0,100.0,3,3.297,1.86,False
DE30,H1,CHOP,VortexTrendStrategy,e98acc8a56c6cc63,60.54450066390111,1,41,2.03,23.39,3.3,5.352,51.22,112,1.36,22.75,True
DE30,H4,TREND,LiquiditySweepReversalStrategy,e6d18a412364b164,54.82618662342649,1,31,1.696,3.67,3.68,3.593,83.87,62,1.25,3.31,True
DE30,H4,RANGE,DonchianBreakoutStrategy,e47af07f4a5a98e4,90.02613684974746,1,32,10.145,9.71,1.0,19.328,96.88,58,1.554,5.66,True
DE30,H4,CHOP,EMAPullbackContinuationStrategy,e8d603c63fe9f833,58.066987651905585,2,70,1.66,15.43,3.68,3.938,71.43,176,1.279,21.64,True
DE30,D1,TREND,ZScoreMRStrategy,1331535263eec9ec,68.75979519269674,1,13,4.656,3.63,0.98,11.589,92.31,33,1.799,4.81,True
DE30,D1,RANGE,TRIXMomentumStrategy,f1b6dcec8cf331a4,53.88367876679837,1,7,2.915,1.98,1.02,7.731,85.71,11,10.0,5.5,True
DE30,D1,BREAKOUT,EMAPullbackContinuationStrategy,d30968bc0c034ad0,46.539385440249845,1,2,1.391,0.4,1.02,1.835,50.0,2,10.0,3.01,False
DE30,D1,CHOP,BollingerBounceStrategy,1e266ed6b0844ea9,67.32188207047913,1,13,3.168,6.31,0.99,9.037,76.92,37,1.427,7.16,False
DOGUSD,H4,BREAKOUT,VolumeSpikeMomentumStrategy,4a05b955f681a5c8,43.79426175049128,1,1,10.0,0.39,0.0,0.0,100.0,2,10.0,0.94,True
DOGUSD,D1,TREND,MACDTrendStrategy,d11b2c14d400638b,68.6067330881524,1,11,3.969,9.27,1.01,11.047,72.73,14,1.701,4.18,False
DOGUSD,D1,RANGE,EMAPullbackContinuationStrategy,a41d13f20911d5e9,84.37719628492778,1,11,10.0,6.83,0.0,742.313,100.0,21,3.726,7.71,True
DOGUSD,D1,BREAKOUT,EMAPullbackContinuationStrategy,c30453d18c549e66,44.25958254497389,1,1,10.0,1.05,0.0,0.0,100.0,2,10.0,1.8,True
